WORK_DATE,DEB_TIME,ENTITY_DESCRIPTION_SHORT,WAIT_TIME_MAX
2022-07-30,2022-07-30 10:00:00.000,Go-Karts,37
2022-07-30,2022-07-30 10:00:00.000,Haunted House,21
2022-07-30,2022-07-30 10:00:00.000,Inverted Coaster,42
2022-07-30,2022-07-30 10:00:00.000,Kiddie Coaster,9
2022-07-30,2022-07-30 10:00:00.000,Merry Go Round,17
2022-07-30,2022-07-30 10:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 10:00:00.000,Rapids Ride,16
2022-07-30,2022-07-30 10:00:00.000,Roller Coaster,34
2022-07-30,2022-07-30 10:00:00.000,Spinning Coaster,28
2022-07-30,2022-07-30 10:00:00.000,Spiral Slide,84
2022-07-30,2022-07-30 10:00:00.000,Superman Ride,21
2022-07-30,2022-07-30 10:00:00.000,Swing Ride,50
2022-07-30,2022-07-30 10:00:00.000,Water Ride,26
2022-07-30,2022-07-30 10:00:00.000,Zipline,33
2022-07-30,2022-07-30 11:00:00.000,Bumper Cars,12
2022-07-30,2022-07-30 11:00:00.000,Bungee Jump,32
2022-07-30,2022-07-30 11:00:00.000,Circus Train,6
2022-07-30,2022-07-30 11:00:00.000,Dizzy Dropper,14
2022-07-30,2022-07-30 11:00:00.000,Drop Tower,36
2022-07-30,2022-07-30 11:00:00.000,Flying Coaster,28
2022-07-30,2022-07-30 11:00:00.000,Free Fall,62
2022-07-30,2022-07-30 11:00:00.000,Giant Wheel,55
2022-07-30,2022-07-30 11:00:00.000,Go-Karts,40
2022-07-30,2022-07-30 11:00:00.000,Haunted House,23
2022-07-30,2022-07-30 11:00:00.000,Inverted Coaster,53
2022-07-30,2022-07-30 11:00:00.000,Kiddie Coaster,8
2022-07-30,2022-07-30 11:00:00.000,Merry Go Round,23
2022-07-30,2022-07-30 11:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 11:00:00.000,Rapids Ride,16
2022-07-30,2022-07-30 11:00:00.000,Roller Coaster,34
2022-07-30,2022-07-30 11:00:00.000,Spinning Coaster,32
2022-07-30,2022-07-30 11:00:00.000,Spiral Slide,86
2022-07-30,2022-07-30 11:00:00.000,Superman Ride,21
2022-07-30,2022-07-30 11:00:00.000,Swing Ride,50
2022-07-30,2022-07-30 11:00:00.000,Water Ride,28
2022-07-30,2022-07-30 11:00:00.000,Zipline,39
2022-07-30,2022-07-30 12:00:00.000,Bumper Cars,16
2022-07-30,2022-07-30 12:00:00.000,Bungee Jump,44
2022-07-30,2022-07-30 12:00:00.000,Circus Train,6
2022-07-30,2022-07-30 12:00:00.000,Dizzy Dropper,18
2022-07-30,2022-07-30 12:00:00.000,Drop Tower,42
2022-07-30,2022-07-30 12:00:00.000,Flying Coaster,37
2022-07-30,2022-07-30 12:00:00.000,Free Fall,61
2022-07-30,2022-07-30 12:00:00.000,Giant Wheel,55
2022-07-30,2022-07-30 12:00:00.000,Go-Karts,38
2022-07-30,2022-07-30 12:00:00.000,Haunted House,26
2022-07-30,2022-07-30 12:00:00.000,Inverted Coaster,59
2022-07-30,2022-07-30 12:00:00.000,Kiddie Coaster,9
2022-07-30,2022-07-30 12:00:00.000,Merry Go Round,30
2022-07-30,2022-07-30 12:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 12:00:00.000,Rapids Ride,22
2022-07-30,2022-07-30 12:00:00.000,Roller Coaster,35
2022-07-30,2022-07-30 12:00:00.000,Spinning Coaster,32
2022-07-30,2022-07-30 12:00:00.000,Spiral Slide,85
2022-07-30,2022-07-30 12:00:00.000,Superman Ride,21
2022-07-30,2022-07-30 12:00:00.000,Swing Ride,52
2022-07-30,2022-07-30 12:00:00.000,Water Ride,30
2022-07-30,2022-07-30 12:00:00.000,Zipline,41
2022-07-30,2022-07-30 13:00:00.000,Bumper Cars,17
2022-07-30,2022-07-30 13:00:00.000,Bungee Jump,41
2022-07-30,2022-07-30 13:00:00.000,Circus Train,6
2022-07-30,2022-07-30 13:00:00.000,Dizzy Dropper,17
2022-07-30,2022-07-30 13:00:00.000,Drop Tower,41
2022-07-30,2022-07-30 13:00:00.000,Flying Coaster,39
2022-07-30,2022-07-30 13:00:00.000,Free Fall,62
2022-07-30,2022-07-30 13:00:00.000,Giant Wheel,54
2022-07-30,2022-07-30 13:00:00.000,Go-Karts,38
2022-07-30,2022-07-30 13:00:00.000,Haunted House,25
2022-07-30,2022-07-30 13:00:00.000,Inverted Coaster,43
2022-07-30,2022-07-30 13:00:00.000,Kiddie Coaster,9
2022-07-30,2022-07-30 13:00:00.000,Merry Go Round,32
2022-07-30,2022-07-30 13:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 13:00:00.000,Rapids Ride,24
2022-07-30,2022-07-30 13:00:00.000,Roller Coaster,35
2022-07-30,2022-07-30 13:00:00.000,Spinning Coaster,30
2022-07-30,2022-07-30 13:00:00.000,Spiral Slide,82
2022-07-30,2022-07-30 13:00:00.000,Superman Ride,21
2022-07-30,2022-07-30 13:00:00.000,Swing Ride,52
2022-07-30,2022-07-30 13:00:00.000,Water Ride,30
2022-07-30,2022-07-30 13:00:00.000,Zipline,39
2022-07-30,2022-07-30 14:00:00.000,Bumper Cars,18
2022-07-30,2022-07-30 14:00:00.000,Bungee Jump,45
2022-07-30,2022-07-30 14:00:00.000,Circus Train,6
2022-07-30,2022-07-30 14:00:00.000,Dizzy Dropper,17
2022-07-30,2022-07-30 14:00:00.000,Drop Tower,39
2022-07-30,2022-07-30 14:00:00.000,Flying Coaster,41
2022-07-30,2022-07-30 14:00:00.000,Free Fall,64
2022-07-30,2022-07-30 14:00:00.000,Giant Wheel,54
2022-07-30,2022-07-30 14:00:00.000,Go-Karts,38
2022-07-30,2022-07-30 14:00:00.000,Haunted House,25
2022-07-30,2022-07-30 14:00:00.000,Inverted Coaster,42
2022-07-30,2022-07-30 14:00:00.000,Kiddie Coaster,10
2022-07-30,2022-07-30 14:00:00.000,Merry Go Round,35
2022-07-30,2022-07-30 14:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 14:00:00.000,Rapids Ride,26
2022-07-30,2022-07-30 14:00:00.000,Roller Coaster,35
2022-07-30,2022-07-30 14:00:00.000,Spinning Coaster,31
2022-07-30,2022-07-30 14:00:00.000,Spiral Slide,86
2022-07-30,2022-07-30 14:00:00.000,Superman Ride,22
2022-07-30,2022-07-30 14:00:00.000,Swing Ride,53
2022-07-30,2022-07-30 14:00:00.000,Water Ride,31
2022-07-30,2022-07-30 14:00:00.000,Zipline,36
2022-07-30,2022-07-30 15:00:00.000,Bumper Cars,17
2022-07-30,2022-07-30 15:00:00.000,Bungee Jump,44
2022-07-30,2022-07-30 15:00:00.000,Circus Train,6
2022-07-30,2022-07-30 15:00:00.000,Dizzy Dropper,17
2022-07-30,2022-07-30 15:00:00.000,Drop Tower,39
2022-07-30,2022-07-30 15:00:00.000,Flying Coaster,41
2022-07-30,2022-07-30 15:00:00.000,Free Fall,63
2022-07-30,2022-07-30 15:00:00.000,Giant Wheel,55
2022-07-30,2022-07-30 15:00:00.000,Go-Karts,39
2022-07-30,2022-07-30 15:00:00.000,Haunted House,26
2022-07-30,2022-07-30 15:00:00.000,Inverted Coaster,42
2022-07-30,2022-07-30 15:00:00.000,Kiddie Coaster,12
2022-07-30,2022-07-30 15:00:00.000,Merry Go Round,34
2022-07-30,2022-07-30 15:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 15:00:00.000,Rapids Ride,29
2022-07-30,2022-07-30 15:00:00.000,Roller Coaster,37
2022-07-30,2022-07-30 15:00:00.000,Spinning Coaster,31
2022-07-30,2022-07-30 15:00:00.000,Spiral Slide,86
2022-07-30,2022-07-30 15:00:00.000,Superman Ride,22
2022-07-30,2022-07-30 15:00:00.000,Swing Ride,53
2022-07-30,2022-07-30 15:00:00.000,Water Ride,31
2022-07-30,2022-07-30 15:00:00.000,Zipline,36
2022-07-30,2022-07-30 16:00:00.000,Bumper Cars,16
2022-07-30,2022-07-30 16:00:00.000,Bungee Jump,41
2022-07-30,2022-07-30 16:00:00.000,Circus Train,6
2022-07-30,2022-07-30 16:00:00.000,Dizzy Dropper,17
2022-07-30,2022-07-30 16:00:00.000,Drop Tower,37
2022-07-30,2022-07-30 16:00:00.000,Flying Coaster,36
2022-07-30,2022-07-30 16:00:00.000,Free Fall,60
2022-07-30,2022-07-30 16:00:00.000,Giant Wheel,55
2022-07-30,2022-07-30 16:00:00.000,Go-Karts,40
2022-07-30,2022-07-30 16:00:00.000,Haunted House,26
2022-07-30,2022-07-30 16:00:00.000,Inverted Coaster,44
2022-07-30,2022-07-30 16:00:00.000,Kiddie Coaster,12
2022-07-30,2022-07-30 16:00:00.000,Merry Go Round,30
2022-07-30,2022-07-30 16:00:00.000,Oz Theatre,9
2022-07-30,2022-07-30 16:00:00.000,Rapids Ride,26
2022-07-30,2022-07-30 16:00:00.000,Roller Coaster,32
2022-07-30,2022-07-30 16:00:00.000,Spinning Coaster,30
2022-07-30,2022-07-30 16:00:00.000,Spiral Slide,87
2022-07-30,2022-07-30 16:00:00.000,Superman Ride,22
2022-07-30,2022-07-30 16:00:00.000,Swing Ride,52
2022-07-30,2022-07-30 16:00:00.000,Water Ride,31
2022-07-30,2022-07-30 16:00:00.000,Zipline,39
2022-07-30,2022-07-30 17:00:00.000,Bumper Cars,11
2022-07-30,2022-07-30 17:00:00.000,Bungee Jump,31
2022-07-30,2022-07-30 17:00:00.000,Circus Train,6
2022-07-30,2022-07-30 17:00:00.000,Dizzy Dropper,15
2022-07-30,2022-07-30 17:00:00.000,Drop Tower,30
2022-07-30,2022-07-30 17:00:00.000,Flying Coaster,26
2022-07-30,2022-07-30 17:00:00.000,Free Fall,29
2022-07-30,2022-07-30 17:00:00.000,Giant Wheel,54
2022-07-30,2022-07-30 17:00:00.000,Go-Karts,37
2022-07-30,2022-07-30 17:00:00.000,Haunted House,20
2022-07-30,2022-07-30 17:00:00.000,Inverted Coaster,47
2022-07-30,2022-07-30 17:00:00.000,Kiddie Coaster,9
2022-07-30,2022-07-30 17:00:00.000,Merry Go Round,25
2022-07-30,2022-07-30 17:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 17:00:00.000,Rapids Ride,19
2022-07-30,2022-07-30 17:00:00.000,Roller Coaster,22
2022-07-30,2022-07-30 17:00:00.000,Spinning Coaster,27
2022-07-30,2022-07-30 17:00:00.000,Spiral Slide,72
2022-07-30,2022-07-30 17:00:00.000,Superman Ride,21
2022-07-30,2022-07-30 17:00:00.000,Swing Ride,51
2022-07-30,2022-07-30 17:00:00.000,Water Ride,27
2022-07-30,2022-07-30 17:00:00.000,Zipline,34
2022-07-30,2022-07-30 18:00:00.000,Bumper Cars,11
2022-07-30,2022-07-30 18:00:00.000,Bungee Jump,27
2022-07-30,2022-07-30 18:00:00.000,Circus Train,6
2022-07-30,2022-07-30 18:00:00.000,Dizzy Dropper,15
2022-07-30,2022-07-30 18:00:00.000,Drop Tower,30
2022-07-30,2022-07-30 18:00:00.000,Flying Coaster,24
2022-07-30,2022-07-30 18:00:00.000,Free Fall,53
2022-07-30,2022-07-30 18:00:00.000,Giant Wheel,54
2022-07-30,2022-07-30 18:00:00.000,Go-Karts,41
2022-07-30,2022-07-30 18:00:00.000,Haunted House,23
2022-07-30,2022-07-30 18:00:00.000,Inverted Coaster,35
2022-07-30,2022-07-30 18:00:00.000,Kiddie Coaster,9
2022-07-30,2022-07-30 18:00:00.000,Merry Go Round,21
2022-07-30,2022-07-30 18:00:00.000,Oz Theatre,7
2022-07-30,2022-07-30 18:00:00.000,Rapids Ride,18
2022-07-30,2022-07-30 18:00:00.000,Spinning Coaster,30
2022-07-30,2022-07-30 18:00:00.000,Spiral Slide,79
2022-07-30,2022-07-30 18:00:00.000,Superman Ride,21
2022-07-30,2022-07-30 18:00:00.000,Swing Ride,58
2022-07-30,2022-07-30 18:00:00.000,Water Ride,29
2022-07-30,2022-07-30 18:00:00.000,Zipline,37
2022-07-30,2022-07-30 19:00:00.000,Bumper Cars,10
2022-07-30,2022-07-30 19:00:00.000,Bungee Jump,23
2022-07-30,2022-07-30 19:00:00.000,Circus Train,6
2022-07-30,2022-07-30 19:00:00.000,Dizzy Dropper,15
2022-07-30,2022-07-30 19:00:00.000,Drop Tower,29
2022-07-30,2022-07-30 19:00:00.000,Flying Coaster,21
2022-07-30,2022-07-30 19:00:00.000,Giant Wheel,49
2022-07-30,2022-07-30 19:00:00.000,Go-Karts,36
2022-07-30,2022-07-30 19:00:00.000,Haunted House,20
2022-07-30,2022-07-30 19:00:00.000,Kiddie Coaster,9
2022-07-30,2022-07-30 19:00:00.000,Merry Go Round,17
2022-07-30,2022-07-30 19:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 19:00:00.000,Rapids Ride,20
2022-07-30,2022-07-30 19:00:00.000,Spinning Coaster,26
2022-07-30,2022-07-30 19:00:00.000,Superman Ride,20
2022-07-30,2022-07-30 19:00:00.000,Swing Ride,50
2022-07-30,2022-07-30 19:00:00.000,Water Ride,26
2022-07-30,2022-07-30 19:00:00.000,Zipline,35
2022-07-30,2022-07-30 20:00:00.000,Bumper Cars,8
2022-07-30,2022-07-30 20:00:00.000,Bungee Jump,17
2022-07-30,2022-07-30 20:00:00.000,Circus Train,6
2022-07-30,2022-07-30 20:00:00.000,Dizzy Dropper,13
2022-07-30,2022-07-30 20:00:00.000,Drop Tower,23
2022-07-30,2022-07-30 20:00:00.000,Flying Coaster,13
2022-07-30,2022-07-30 20:00:00.000,Giant Wheel,43
2022-07-30,2022-07-30 20:00:00.000,Go-Karts,32
2022-07-30,2022-07-30 20:00:00.000,Haunted House,17
2022-07-30,2022-07-30 20:00:00.000,Kiddie Coaster,8
2022-07-30,2022-07-30 20:00:00.000,Merry Go Round,10
2022-07-30,2022-07-30 20:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 20:00:00.000,Rapids Ride,16
2022-07-30,2022-07-30 20:00:00.000,Spinning Coaster,20
2022-07-30,2022-07-30 20:00:00.000,Swing Ride,50
2022-07-30,2022-07-30 20:00:00.000,Water Ride,24
2022-07-30,2022-07-30 20:00:00.000,Zipline,33
2022-07-30,2022-07-30 21:00:00.000,Bumper Cars,7
2022-07-30,2022-07-30 21:00:00.000,Bungee Jump,16
2022-07-30,2022-07-30 21:00:00.000,Circus Train,6
2022-07-30,2022-07-30 21:00:00.000,Dizzy Dropper,12
2022-07-30,2022-07-30 21:00:00.000,Drop Tower,23
2022-07-30,2022-07-30 21:00:00.000,Flying Coaster,16
2022-07-30,2022-07-30 21:00:00.000,Giant Wheel,41
2022-07-30,2022-07-30 21:00:00.000,Go-Karts,29
2022-07-30,2022-07-30 21:00:00.000,Haunted House,17
2022-07-30,2022-07-30 21:00:00.000,Kiddie Coaster,9
2022-07-30,2022-07-30 21:00:00.000,Merry Go Round,13
2022-07-30,2022-07-30 21:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 21:00:00.000,Rapids Ride,15
2022-07-30,2022-07-30 21:00:00.000,Spinning Coaster,22
2022-07-30,2022-07-30 21:00:00.000,Swing Ride,48
2022-07-30,2022-07-30 21:00:00.000,Water Ride,22
2022-07-30,2022-07-30 21:00:00.000,Zipline,31
2022-07-30,2022-07-30 22:00:00.000,Bumper Cars,9
2022-07-30,2022-07-30 22:00:00.000,Bungee Jump,24
2022-07-30,2022-07-30 22:00:00.000,Circus Train,6
2022-07-30,2022-07-30 22:00:00.000,Dizzy Dropper,12
2022-07-30,2022-07-30 22:00:00.000,Drop Tower,27
2022-07-30,2022-07-30 22:00:00.000,Flying Coaster,22
2022-07-30,2022-07-30 22:00:00.000,Giant Wheel,36
2022-07-30,2022-07-30 22:00:00.000,Go-Karts,21
2022-07-30,2022-07-30 22:00:00.000,Haunted House,23
2022-07-30,2022-07-30 22:00:00.000,Merry Go Round,17
2022-07-30,2022-07-30 22:00:00.000,Oz Theatre,9
2022-07-30,2022-07-30 22:00:00.000,Spinning Coaster,22
2022-07-30,2022-07-30 22:00:00.000,Swing Ride,44
2022-07-30,2022-07-30 22:00:00.000,Water Ride,21
2022-07-30,2022-07-30 22:00:00.000,Zipline,27
2022-07-31,2022-07-31 09:00:00.000,Bumper Cars,5
2022-07-31,2022-07-31 09:00:00.000,Bungee Jump,17
2022-07-31,2022-07-31 09:00:00.000,Circus Train,5
2022-07-31,2022-07-31 09:00:00.000,Dizzy Dropper,4
2022-07-31,2022-07-31 09:00:00.000,Drop Tower,9
2022-07-31,2022-07-31 09:00:00.000,Flying Coaster,13
2022-07-31,2022-07-31 09:00:00.000,Free Fall,59
2022-07-31,2022-07-31 09:00:00.000,Giant Wheel,33
2022-07-31,2022-07-31 09:00:00.000,Go-Karts,22
2022-07-31,2022-07-31 09:00:00.000,Haunted House,6
2022-07-31,2022-07-31 09:00:00.000,Inverted Coaster,14
2022-07-31,2022-07-31 09:00:00.000,Merry Go Round,8
2022-07-31,2022-07-31 09:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 09:00:00.000,Spinning Coaster,10
2022-07-31,2022-07-31 09:00:00.000,Spiral Slide,79
2022-07-31,2022-07-31 09:00:00.000,Superman Ride,21
2022-07-31,2022-07-31 09:00:00.000,Swing Ride,42
2022-07-31,2022-07-31 09:00:00.000,Water Ride,8
2022-07-31,2022-07-31 09:00:00.000,Zipline,12
2022-07-31,2022-07-31 10:00:00.000,Bumper Cars,6
2022-07-31,2022-07-31 10:00:00.000,Bungee Jump,18
2022-07-31,2022-07-31 10:00:00.000,Circus Train,5
2022-07-31,2022-07-31 10:00:00.000,Dizzy Dropper,12
2022-07-31,2022-07-31 10:00:00.000,Drop Tower,24
2022-07-31,2022-07-31 10:00:00.000,Flying Coaster,16
2022-07-31,2022-07-31 10:00:00.000,Free Fall,57
2022-07-31,2022-07-31 10:00:00.000,Giant Wheel,48
2022-07-31,2022-07-31 10:00:00.000,Go-Karts,31
2022-07-31,2022-07-31 10:00:00.000,Haunted House,17
2022-07-31,2022-07-31 10:00:00.000,Inverted Coaster,31
2022-07-31,2022-07-31 10:00:00.000,Kiddie Coaster,7
2022-07-31,2022-07-31 10:00:00.000,Merry Go Round,10
2022-07-31,2022-07-31 10:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 10:00:00.000,Rapids Ride,14
2022-07-31,2022-07-31 10:00:00.000,Roller Coaster,29
2022-07-31,2022-07-31 10:00:00.000,Spinning Coaster,22
2022-07-31,2022-07-31 10:00:00.000,Spiral Slide,78
2022-07-31,2022-07-31 10:00:00.000,Superman Ride,21
2022-07-31,2022-07-31 10:00:00.000,Swing Ride,46
2022-07-31,2022-07-31 10:00:00.000,Water Ride,24
2022-07-31,2022-07-31 10:00:00.000,Zipline,29
2022-07-31,2022-07-31 11:00:00.000,Bumper Cars,8
2022-07-31,2022-07-31 11:00:00.000,Bungee Jump,25
2022-07-31,2022-07-31 11:00:00.000,Circus Train,5
2022-07-31,2022-07-31 11:00:00.000,Dizzy Dropper,13
2022-07-31,2022-07-31 11:00:00.000,Drop Tower,32
2022-07-31,2022-07-31 11:00:00.000,Flying Coaster,22
2022-07-31,2022-07-31 11:00:00.000,Free Fall,57
2022-07-31,2022-07-31 11:00:00.000,Giant Wheel,50
2022-07-31,2022-07-31 11:00:00.000,Go-Karts,34
2022-07-31,2022-07-31 11:00:00.000,Haunted House,20
2022-07-31,2022-07-31 11:00:00.000,Inverted Coaster,39
2022-07-31,2022-07-31 11:00:00.000,Kiddie Coaster,6
2022-07-31,2022-07-31 11:00:00.000,Merry Go Round,16
2022-07-31,2022-07-31 11:00:00.000,Oz Theatre,7
2022-07-31,2022-07-31 11:00:00.000,Rapids Ride,14
2022-07-31,2022-07-31 11:00:00.000,Roller Coaster,29
2022-07-31,2022-07-31 11:00:00.000,Spinning Coaster,27
2022-07-31,2022-07-31 11:00:00.000,Spiral Slide,78
2022-07-31,2022-07-31 11:00:00.000,Superman Ride,20
2022-07-31,2022-07-31 11:00:00.000,Swing Ride,47
2022-07-31,2022-07-31 11:00:00.000,Water Ride,26
2022-07-31,2022-07-31 11:00:00.000,Zipline,37
2022-07-31,2022-07-31 12:00:00.000,Bumper Cars,13
2022-07-31,2022-07-31 12:00:00.000,Bungee Jump,36
2022-07-31,2022-07-31 12:00:00.000,Circus Train,5
2022-07-31,2022-07-31 12:00:00.000,Dizzy Dropper,17
2022-07-31,2022-07-31 12:00:00.000,Drop Tower,38
2022-07-31,2022-07-31 12:00:00.000,Flying Coaster,30
2022-07-31,2022-07-31 12:00:00.000,Free Fall,58
2022-07-31,2022-07-31 12:00:00.000,Giant Wheel,50
2022-07-31,2022-07-31 12:00:00.000,Go-Karts,33
2022-07-31,2022-07-31 12:00:00.000,Haunted House,22
2022-07-31,2022-07-31 12:00:00.000,Inverted Coaster,45
2022-07-31,2022-07-31 12:00:00.000,Kiddie Coaster,7
2022-07-31,2022-07-31 12:00:00.000,Merry Go Round,20
2022-07-31,2022-07-31 12:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 12:00:00.000,Rapids Ride,19
2022-07-31,2022-07-31 12:00:00.000,Roller Coaster,30
2022-07-31,2022-07-31 12:00:00.000,Spinning Coaster,27
2022-07-31,2022-07-31 12:00:00.000,Spiral Slide,76
2022-07-31,2022-07-31 12:00:00.000,Superman Ride,20
2022-07-31,2022-07-31 12:00:00.000,Swing Ride,48
2022-07-31,2022-07-31 12:00:00.000,Water Ride,27
2022-07-31,2022-07-31 12:00:00.000,Zipline,36
2022-07-31,2022-07-31 13:00:00.000,Bumper Cars,13
2022-07-31,2022-07-31 13:00:00.000,Bungee Jump,31
2022-07-31,2022-07-31 13:00:00.000,Circus Train,5
2022-07-31,2022-07-31 13:00:00.000,Dizzy Dropper,15
2022-07-31,2022-07-31 13:00:00.000,Drop Tower,36
2022-07-31,2022-07-31 13:00:00.000,Flying Coaster,30
2022-07-31,2022-07-31 13:00:00.000,Free Fall,59
2022-07-31,2022-07-31 13:00:00.000,Giant Wheel,49
2022-07-31,2022-07-31 13:00:00.000,Go-Karts,32
2022-07-31,2022-07-31 13:00:00.000,Haunted House,21
2022-07-31,2022-07-31 13:00:00.000,Inverted Coaster,34
2022-07-31,2022-07-31 13:00:00.000,Kiddie Coaster,7
2022-07-31,2022-07-31 13:00:00.000,Merry Go Round,21
2022-07-31,2022-07-31 13:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 13:00:00.000,Rapids Ride,21
2022-07-31,2022-07-31 13:00:00.000,Roller Coaster,31
2022-07-31,2022-07-31 13:00:00.000,Spinning Coaster,24
2022-07-31,2022-07-31 13:00:00.000,Spiral Slide,76
2022-07-31,2022-07-31 13:00:00.000,Superman Ride,21
2022-07-31,2022-07-31 13:00:00.000,Swing Ride,48
2022-07-31,2022-07-31 13:00:00.000,Water Ride,28
2022-07-31,2022-07-31 13:00:00.000,Zipline,33
2022-07-31,2022-07-31 14:00:00.000,Bumper Cars,14
2022-07-31,2022-07-31 14:00:00.000,Bungee Jump,33
2022-07-31,2022-07-31 14:00:00.000,Circus Train,5
2022-07-31,2022-07-31 14:00:00.000,Dizzy Dropper,16
2022-07-31,2022-07-31 14:00:00.000,Drop Tower,34
2022-07-31,2022-07-31 14:00:00.000,Flying Coaster,31
2022-07-31,2022-07-31 14:00:00.000,Free Fall,59
2022-07-31,2022-07-31 14:00:00.000,Giant Wheel,49
2022-07-31,2022-07-31 14:00:00.000,Go-Karts,33
2022-07-31,2022-07-31 14:00:00.000,Haunted House,21
2022-07-31,2022-07-31 14:00:00.000,Inverted Coaster,32
2022-07-31,2022-07-31 14:00:00.000,Kiddie Coaster,8
2022-07-31,2022-07-31 14:00:00.000,Merry Go Round,26
2022-07-31,2022-07-31 14:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 14:00:00.000,Rapids Ride,23
2022-07-31,2022-07-31 14:00:00.000,Roller Coaster,31
2022-07-31,2022-07-31 14:00:00.000,Spinning Coaster,26
2022-07-31,2022-07-31 14:00:00.000,Spiral Slide,77
2022-07-31,2022-07-31 14:00:00.000,Superman Ride,21
2022-07-31,2022-07-31 14:00:00.000,Swing Ride,49
2022-07-31,2022-07-31 14:00:00.000,Water Ride,28
2022-07-31,2022-07-31 14:00:00.000,Zipline,32
2022-07-31,2022-07-31 15:00:00.000,Bumper Cars,12
2022-07-31,2022-07-31 15:00:00.000,Bungee Jump,33
2022-07-31,2022-07-31 15:00:00.000,Circus Train,5
2022-07-31,2022-07-31 15:00:00.000,Dizzy Dropper,15
2022-07-31,2022-07-31 15:00:00.000,Drop Tower,33
2022-07-31,2022-07-31 15:00:00.000,Flying Coaster,30
2022-07-31,2022-07-31 15:00:00.000,Free Fall,59
2022-07-31,2022-07-31 15:00:00.000,Giant Wheel,49
2022-07-31,2022-07-31 15:00:00.000,Go-Karts,33
2022-07-31,2022-07-31 15:00:00.000,Haunted House,22
2022-07-31,2022-07-31 15:00:00.000,Inverted Coaster,32
2022-07-31,2022-07-31 15:00:00.000,Kiddie Coaster,10
2022-07-31,2022-07-31 15:00:00.000,Merry Go Round,27
2022-07-31,2022-07-31 15:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 15:00:00.000,Rapids Ride,26
2022-07-31,2022-07-31 15:00:00.000,Roller Coaster,32
2022-07-31,2022-07-31 15:00:00.000,Spinning Coaster,25
2022-07-31,2022-07-31 15:00:00.000,Spiral Slide,78
2022-07-31,2022-07-31 15:00:00.000,Superman Ride,21
2022-07-31,2022-07-31 15:00:00.000,Swing Ride,48
2022-07-31,2022-07-31 15:00:00.000,Water Ride,28
2022-07-31,2022-07-31 15:00:00.000,Zipline,32
2022-07-31,2022-07-31 16:00:00.000,Bumper Cars,10
2022-07-31,2022-07-31 16:00:00.000,Bungee Jump,29
2022-07-31,2022-07-31 16:00:00.000,Circus Train,5
2022-07-31,2022-07-31 16:00:00.000,Dizzy Dropper,15
2022-07-31,2022-07-31 16:00:00.000,Drop Tower,30
2022-07-31,2022-07-31 16:00:00.000,Flying Coaster,25
2022-07-31,2022-07-31 16:00:00.000,Free Fall,57
2022-07-31,2022-07-31 16:00:00.000,Giant Wheel,50
2022-07-31,2022-07-31 16:00:00.000,Go-Karts,33
2022-07-31,2022-07-31 16:00:00.000,Haunted House,20
2022-07-31,2022-07-31 16:00:00.000,Inverted Coaster,35
2022-07-31,2022-07-31 16:00:00.000,Kiddie Coaster,9
2022-07-31,2022-07-31 16:00:00.000,Merry Go Round,22
2022-07-31,2022-07-31 16:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 16:00:00.000,Rapids Ride,23
2022-07-31,2022-07-31 16:00:00.000,Roller Coaster,28
2022-07-31,2022-07-31 16:00:00.000,Spinning Coaster,24
2022-07-31,2022-07-31 16:00:00.000,Spiral Slide,78
2022-07-31,2022-07-31 16:00:00.000,Superman Ride,21
2022-07-31,2022-07-31 16:00:00.000,Swing Ride,47
2022-07-31,2022-07-31 16:00:00.000,Water Ride,27
2022-07-31,2022-07-31 16:00:00.000,Zipline,32
2022-07-31,2022-07-31 17:00:00.000,Bumper Cars,7
2022-07-31,2022-07-31 17:00:00.000,Bungee Jump,19
2022-07-31,2022-07-31 17:00:00.000,Circus Train,5
2022-07-31,2022-07-31 17:00:00.000,Dizzy Dropper,13
2022-07-31,2022-07-31 17:00:00.000,Drop Tower,24
2022-07-31,2022-07-31 17:00:00.000,Flying Coaster,19
2022-07-31,2022-07-31 17:00:00.000,Free Fall,27
2022-07-31,2022-07-31 17:00:00.000,Giant Wheel,48
2022-07-31,2022-07-31 17:00:00.000,Go-Karts,31
2022-07-31,2022-07-31 17:00:00.000,Haunted House,16
2022-07-31,2022-07-31 17:00:00.000,Inverted Coaster,37
2022-07-31,2022-07-31 17:00:00.000,Kiddie Coaster,7
